building_floors,x_coord,y_coord
5.0,23.303357596645927,55.93434608185759
5.0,22.951034101185613,55.987235079458756
3.0,23.31540251151393,55.93287742045852
13.0,23.309599167108246,55.92894620271307
1.0,23.274151881355852,55.906005131010666
1.0,23.29606554891696,55.923434596769205
2.0,23.301571810159455,55.93842345933014
5.0,23.26560553065746,55.90465185024754
2.0,23.28980220674763,55.917721063060085
1.0,23.280362575823883,55.93419595276328
4.0,23.31354594227672,55.93379238949173
5.0,23.30630869804562,55.92951164668251
2.0,23.293603034730136,55.9418276923519
2.0,23.314600718308014,55.930249784642605
3.0,22.925562759970475,55.99147168453928
5.0,23.316650621500973,55.931977017303595
2.0,23.29276710261075,55.93499544333582
2.0,23.26380212502111,55.92049705042721
5.0,23.269207458984337,55.91295611105706
4.0,23.312195507487786,55.94858962399599
9.0,23.26332905249177,55.91085487672099
5.0,23.270291941760537,55.90971947987498
1.0,23.32772306424928,55.854402238685054
1.0,23.321385798996705,55.92017193326359
5.0,22.944954536136482,56.002150090910646
2.0,23.294344172468566,55.93187822823792
5.0,23.263400855789868,55.91044206267716
5.0,23.26612268599939,55.90521191369554
4.0,23.313603039087983,55.932373316941714
4.0,23.242683244383546,56.089410298446765
3.0,23.24998045739106,55.91713467541841
1.0,23.30911067618989,55.94650617073666
2.0,23.26864843891389,55.907814202289835
5.0,23.263357306063984,55.910208229809726
5.0,23.323877101700575,55.930534611826005
2.0,22.933127796597265,56.001374562896004
3.0,22.954940405205573,55.985606262326506
2.0,23.319346874945612,55.93427374642038
5.0,23.247281958389248,55.909446252976615
5.0,23.27646486168083,55.914912449850625
2.0,23.271336643175303,55.91030061195056
5.0,23.302908008504502,55.93264565902824
2.0,23.423154939782695,55.92197515257949
3.0,23.264987175902153,55.89760504535316
5.0,23.323952835269385,55.92986126625698
2.0,23.323433949403256,55.93484424894112
4.0,23.321699132815883,55.92329991555554
2.0,23.305396352984467,55.929524473318196
5.0,22.940678253228196,56.00433241000956
2.0,22.941290830710564,55.974888985017586
5.0,23.33286258572107,55.8527233242194
5.0,23.346376606309388,55.92387350980305
5.0,23.240568984525833,55.90676387326058
5.0,23.31682119369525,55.92683042450727
2.0,23.323364392063986,55.933325659380564
5.0,23.304972941134178,55.92814761033529
5.0,23.27121798223718,55.908952377466136
2.0,23.28110829000441,55.91293630923469
3.0,23.31599389159631,55.93019464278625
3.0,22.934623429532312,56.004702487095955
5.0,23.331638746474145,55.851449997727705
5.0,23.260781747074297,55.91359756591745
2.0,23.347266419862585,55.93280779589783
5.0,23.251256928473822,55.91066529547875
1.0,23.334255869854623,55.85530017451742
5.0,23.2474220455625,55.91047123565756
5.0,23.28363370289393,55.91390327749128
5.0,23.265516321502492,55.91614128208809
5.0,23.305948163722203,55.93535786907955
1.0,23.33465941766754,55.85505081642863
9.0,23.255701908826108,55.91658544870812
4.0,23.334607167124528,55.92350506402858
3.0,23.313165783157668,55.92904698930015
9.0,23.26380970421465,55.90659056129692
5.0,23.263406881814824,55.90590540221428
3.0,23.310264171496907,55.932947580796224
5.0,23.28004678351075,55.91670319414788
5.0,23.256250543692754,55.912995341273344
5.0,23.247656331495573,55.91406609233379
5.0,23.266762176342503,55.9035268132564
4.0,23.326055485131125,55.9341040042888
3.0,23.28955403947199,55.94003466659073
2.0,23.28904686736298,55.916162555873306
5.0,23.282021273318804,55.90594345533437
1.0,23.29613803436367,55.920317731696834
5.0,23.319516011351062,55.926450065284335
5.0,23.320275919857185,55.93514128915044
5.0,23.26253387888758,55.90555880254763
1.0,22.949080666910554,56.01020776949369
5.0,23.342804139779844,55.92414197489483
3.0,22.935309725958348,56.00540016039894
5.0,23.316532383116346,55.9259664072962
5.0,23.253852832557364,55.917077340833
2.0,23.319442080598645,55.929755580582174
5.0,22.952144538969847,55.98647192122392
5.0,23.248407506724217,55.912444653581304
2.0,23.309706714239965,55.93909814507149
2.0,22.955233254416008,55.983066349202126
3.0,23.318211402603875,55.92693694431948
5.0,23.289028921296325,55.93811815360686
5.0,23.278427468336364,55.91603792097762
3.0,23.255095446236712,55.90483128619758
5.0,23.31598491749752,55.92525367279856
3.0,23.35773971274309,55.91302733441584
5.0,23.303213449752224,55.931677169472415
5.0,23.305768276636265,55.928412616060264
2.0,23.257273950756463,55.90715321954536
4.0,23.32033358964461,55.9291047074976
4.0,23.322770137889936,55.927024972878456
5.0,23.242660097132664,55.90450390468503
1.0,23.294873341312393,55.921244784653304
4.0,23.31582566822708,55.93156818219375
5.0,23.249019914918787,55.91137934499533
4.0,22.94111596139173,56.00181174461627
9.0,23.251372407721544,55.91131281392156
5.0,23.271946538152676,55.9093339953269
1.0,23.32123172482624,55.92441129424065
3.0,22.92563107201896,55.99652114531141
1.0,23.26403883773659,55.89955779985353
5.0,23.282431939176206,55.91748071180515
5.0,23.32322882814631,55.923658684869125
5.0,23.27717161930504,55.91475489563326
2.0,23.288231909279197,55.939685663780295
5.0,23.26758183623262,55.90840077872388
4.0,23.31606865359263,55.92958418064567
2.0,23.313699735565507,55.93505093388032
2.0,23.314657217011483,55.93430165092177
12.0,23.268082075535766,55.9124104160801
3.0,23.240943690898007,55.90886833973634
3.0,23.306978565874413,55.93591166165777
1.0,26.31226529228991,55.51977377291713
3.0,23.314211487883107,55.929636741411734
1.0,23.297521557859486,55.91635491426762
2.0,23.307753203590288,55.94003943453089
1.0,23.3177416715622,55.940921623815825
5.0,23.267140437731907,55.902972083910655
4.0,23.31723575540278,55.92691357414224
5.0,22.953590705386215,55.98751733200868
5.0,23.28595127562593,55.91661179355121
5.0,23.26974171464566,55.9083597025305
9.0,23.26579171964506,55.90664731051878
2.0,23.2775169338017,55.909088306823385
1.0,23.294390484340273,55.919642953800334
2.0,23.3053320507371,55.93132979321841
1.0,23.256542239829145,55.91614134594434
5.0,23.281445563669376,55.90507767722097
2.0,23.31888906501437,55.92844093541096
4.0,23.302191496689755,55.95024922588208
2.0,23.28983636802074,55.920227662760176
2.0,23.364700596300434,55.918714039649494
5.0,23.300031011359856,55.93510879196044
2.0,23.313350575864117,55.92402624578932
3.0,23.361045733690233,55.95417077335759
5.0,23.324993051930807,55.92617475766047
5.0,23.243417254803298,55.90832657782085
5.0,23.293570171251563,55.943633184510425
2.0,23.29087228584022,55.93095994387966
2.0,23.31012082560604,55.9266044326522
2.0,23.33142770860649,55.854440386544915
1.0,23.295425144934796,55.923457886269276
2.0,23.308533716818914,55.92947025363885
5.0,23.270169577683056,55.90516409326331
4.0,23.315043493895075,55.9341780301791
4.0,22.94737493707371,56.00688722102109
5.0,23.300320056231246,55.93416716701
2.0,23.261966315871643,55.91018193559258
2.0,23.260940305184487,55.90526177606799
5.0,23.326135594375,55.94977160300571
1.0,23.332547491122252,55.92232606866723
4.0,22.945047773671963,56.003435559489475
5.0,23.27882850491524,55.91597738483901
2.0,23.31253156683095,55.9323314090727
5.0,23.356533414276484,55.918258408203506
5.0,23.2753121265344,55.91153684531281
5.0,23.3061023496856,55.92852230007191
1.0,22.938641542042827,56.00551871648908
5.0,23.248506890744633,55.90813314848031
5.0,23.256557718871857,55.91616839002252
4.0,23.29022225462202,55.9201220845439
4.0,23.322850402624955,55.92517481538038
9.0,23.25482451183674,55.90895310386479
5.0,23.24845724042892,55.91400809673573
5.0,23.274961999183194,55.914014242443955
3.0,23.30837509245085,55.90872644095173
5.0,23.268622295049976,55.91260227951421
5.0,23.265925077341585,55.9029738292319
5.0,23.248209668988,55.91026942364939
4.0,23.310399957191546,55.931609801079404
2.0,23.31944015330665,55.935343295632
5.0,23.302030520810792,55.92448367336496
5.0,23.288974199417876,55.92013285413547
4.0,23.31110488550416,55.944190616493366
5.0,23.30082805947949,55.93617336930659
5.0,23.324928873326414,55.92986661817173
5.0,23.32536619662756,55.92956357525752
2.0,23.210467685579825,55.87856365488753
5.0,22.948845990770636,55.99227428252681
5.0,23.321686525738706,55.9340979961276
4.0,23.309089274172475,55.939615726308354
2.0,22.950784909285353,56.01477701161407
5.0,23.247070630481694,55.91457457646866
5.0,23.30413476363764,55.93205968322172
5.0,23.322687012922927,55.93546000501067
1.0,23.32942541288372,55.962294497656075
5.0,23.30289724497734,55.93859266783509
5.0,23.241819291419038,55.90743636106979
4.0,23.322077134467207,55.92547600129912
12.0,23.271594900496467,55.90505574513464
9.0,23.24988298463335,55.914726488758134
5.0,23.255868277490837,55.9087348253834
5.0,23.26115530549593,55.91918757362447
4.0,23.304788747582894,55.94737122800538
1.0,23.2937146375506,55.938333754826765
2.0,22.95728014950405,55.98382034366228
4.0,22.942452393925667,56.00101467801382
3.0,23.31855273513491,55.9393989217181
2.0,23.30522467215001,55.906920987825224
4.0,23.309454013769354,55.93350900248766
5.0,22.951016320683156,55.98848366632297
5.0,23.269088516627413,55.9141771674802
3.0,23.31104374444725,55.927795418755096
1.0,23.32657701939982,55.93448416183424
1.0,23.34622891786886,55.86133843271595
5.0,23.268801422844604,55.9081834363208
9.0,23.255143699934063,55.90732002601172
4.0,23.32345932903348,55.92604057584107
5.0,23.356226472982843,55.91361234472389
4.0,23.316246082484028,55.929504314081285
1.0,23.292586137905808,55.92033331964882
4.0,23.34426241446745,55.92400601004658
9.0,23.257235788064815,55.90747639767949
5.0,23.268198820375204,55.907910350709855
5.0,23.344481914666403,55.9233244339133
4.0,22.953310051327467,55.98663454460249
3.0,23.316478250649244,55.927223795917726
5.0,23.35728414480078,55.916393763960606
5.0,23.25146637474724,55.91639807897822
5.0,23.24539170706885,55.90795239726992
3.0,23.316351313672968,55.91080124707438
4.0,23.137545448159454,55.980856093816335
4.0,22.939465573859948,56.00294747867571
1.0,23.304598682753074,55.92670813845825
1.0,23.323269499071607,55.95345707989276
5.0,23.24935668566382,55.91298945551185
5.0,23.261457067016487,55.91088858394822
2.0,23.26580725293143,55.904132006413136
1.0,23.305191047118626,55.93563209004216
2.0,23.317230178871185,55.935420903872426
5.0,22.949921672008987,55.988070080670305
2.0,23.289023900884494,55.9182915188609
2.0,23.416131274037117,55.865561768340584
3.0,23.308537386661097,55.92746695477464
5.0,23.2760956537702,55.91498214887939
3.0,23.324299818363066,55.924634780819964
5.0,23.25495106171331,55.914865050876415
2.0,23.30879896051734,55.94063821465963
5.0,23.252236188177513,55.91130907741735
5.0,23.245002007728694,55.91236992471175
5.0,23.3228966610096,55.93078076493384
3.0,23.317467483110725,55.937398583715805
5.0,23.26985803606843,55.90131728312539
1.0,23.31806386633174,55.93260470792278
5.0,23.27502111402687,55.91427511306077
1.0,23.346353734652993,55.93188664397938
13.0,23.25110788703456,55.90760997715532
2.0,23.319075238560348,55.935161609932116
9.0,23.302043608923,55.933548098147284
5.0,23.31906114722372,55.936877376176035
1.0,23.309768729248805,55.919406675070384
1.0,23.27833977987969,55.93453447833402
10.0,23.32613049169483,55.92701644874673
9.0,23.261979464537443,55.91875232051509
5.0,23.256431609583665,55.91022051513438
5.0,23.26881093729389,55.9136275237748
1.0,23.321014473776394,55.847115645877786
1.0,23.26718274947303,56.10658144098859
5.0,23.35676757853967,55.91184542498865
5.0,23.31950700312599,55.92239845993978
2.0,23.31531633713216,55.94683726038295
5.0,23.261898282073442,55.912921511780034
5.0,23.256233007408646,55.915582498932395
4.0,23.359592156218657,55.95589702936973
1.0,23.314664178883355,55.953849717032135
2.0,22.935531495272034,56.00374907015592
5.0,23.329192392919374,55.85347596279799
5.0,23.260560888391158,55.91931876006985
9.0,23.25102544684738,55.91603605653649
5.0,23.358459655195627,55.91592376740029
2.0,23.279435971284652,55.92203583904074
5.0,23.301669612244872,55.938325195314356
5.0,23.247633789646464,55.90862191439235
3.0,23.309512079788384,55.93834244223541
1.0,23.32060701119973,55.933597956956255
5.0,23.251404850566786,55.91460997746701
7.0,23.313904183964237,55.93797170348745
5.0,23.267343988357688,55.91422968801378
5.0,23.324960751900964,55.92435093250155
5.0,23.324281997238945,55.93853212645279
5.0,23.322355332314306,55.93429032934202
5.0,23.320875119499526,55.93382402202886
4.0,22.943677167470376,56.000782614884834
5.0,23.27641486677435,55.91072582603161
5.0,23.30162109180908,55.933905043644344
4.0,23.332262315068995,55.92216282044824
5.0,23.245009026288955,55.90706966194671
4.0,22.94101567527754,56.002547548356965
5.0,23.254753211679855,55.91684023561515
9.0,23.259833020944782,55.9088216004506
3.0,23.315953344671705,55.93067952598367
5.0,23.256125687553418,55.91701023550324
3.0,23.317866392639143,55.95568213929133
5.0,23.321675401011326,55.93198681718339
5.0,23.313310198987192,55.933548521756954
5.0,23.28429491390117,55.91361066461106
4.0,23.241913820894425,56.08931574401443
3.0,22.936078793192838,56.00016928716643
2.0,23.30441732512103,55.90645827082235
1.0,23.25459305157247,55.90017475608638
5.0,23.308789000199027,55.93670339437033
2.0,23.261284876157188,56.1039681072963
3.0,23.314449275028014,55.92976383364286
1.0,22.934306814611233,56.00047740086051
3.0,23.315117649957056,55.93178883561141
5.0,23.313999083205477,55.93350744181529
5.0,23.267740423362866,55.90168201976267
12.0,23.27880487970681,55.91380323072751
5.0,23.258434420452755,55.91590121254348
2.0,23.29514024722556,55.943561324064795
3.0,23.29620341197735,55.941429331683004
3.0,23.312852552744616,55.9322792987661
5.0,23.24851909166485,55.910810325831584
5.0,23.281400503809493,55.91616310341474
5.0,23.323949522894345,55.92361772452927
5.0,23.263931651795964,55.9153502543419
5.0,23.280288686944974,55.91573438617961
2.0,23.23793618062134,55.912982211461284
5.0,23.247809677816026,55.91192894105647
4.0,23.31985419713099,55.926326163939315
9.0,23.2660237787254,55.90706193732333
1.0,23.32835080115072,55.93741347186089
5.0,23.273126342856624,55.90269313420817
5.0,23.308555018003673,55.93366566341343
5.0,23.270403579562135,55.90888467102266
4.0,23.31797787984871,55.92656732861906
5.0,23.259611568905747,55.91876506166648
2.0,23.356506793480154,55.954623279672184
9.0,23.257003320664285,55.91545239455662
5.0,23.292517116767627,55.91973102749589
2.0,23.30816044199397,55.92617121485044
3.0,22.930051339356634,55.99841022833894
5.0,23.244177188605192,55.913658499444026
5.0,23.250208331705146,55.91610295384925
2.0,23.30994500186521,55.922992081083436
5.0,23.274412526893094,55.90232340928111
1.0,23.212486691341265,55.87829809364245
5.0,23.31500201375454,55.92836548364067
2.0,22.9389926683546,56.00440775698185
2.0,23.314581801772615,55.91228267634218
5.0,23.29260647934093,55.94117516428116
5.0,23.322109271544846,55.922718246029305
1.0,23.274608482365135,55.90981684613066
2.0,23.287210966432824,55.921191703238016
5.0,23.258173015867044,55.91283624715888
5.0,23.25688528324989,55.91242422480357
2.0,23.296101245455915,55.92234779575977
4.0,23.35754646325341,55.95469158756523
5.0,23.249333403226355,55.91336662317543
2.0,23.295008126015908,55.91910747905752
5.0,23.248901612121802,55.91501696588973
5.0,23.257358052756288,55.90777359253769
5.0,23.245256507983544,55.90750239025559
5.0,23.263814306371035,55.904659123232975
5.0,23.25428966068064,55.90682076190944
5.0,23.311033952093048,55.93195472058278
5.0,23.262761295987467,55.9062159640546
5.0,23.25718288815029,55.91610029325053
5.0,23.324393955652802,55.92750102971878
1.0,23.295182848840568,55.921821500840835
5.0,23.26731583509615,55.90724031802028
3.0,23.297429106355168,55.92323576006254
2.0,23.305647701479803,55.92978641152005
3.0,23.24919072822006,55.90916144575899
1.0,23.317470799857738,55.93720994908577
5.0,23.25565242985805,55.912488649068415
2.0,23.28501606358133,55.9413469592211
4.0,23.2960356039798,55.947150850731234
1.0,23.314059549219966,55.93008507004568
6.0,23.316139774592664,55.92918031844678
5.0,23.28134796106258,55.90516694321953
12.0,23.267231723310914,55.91254909690194
5.0,23.311501401344927,55.92274026791049
5.0,23.28182826636949,55.917252605468455
3.0,23.3167068949218,55.93696316132783
4.0,23.30754004659229,55.91519886687901
5.0,23.264323007868853,55.91580176965488
2.0,23.317470117756454,55.93360757020652
5.0,23.24828651267941,55.912084572696926
5.0,23.252943113931916,55.90948072048025
5.0,22.95457049723083,55.98684288053101
2.0,23.327040582596315,55.85323064198324
5.0,23.307654479208484,55.93031874773381
5.0,23.269556154962263,55.90036323524713
2.0,23.319249494166034,55.919746905128655
4.0,23.358486091977728,55.95403170865609
1.0,23.33091482793551,55.85454540237448
5.0,22.94218309485461,56.00265638855693
1.0,23.33484954933013,55.94017969754861
5.0,23.259526830030506,55.911460925905935
2.0,23.260276634894495,55.91828394583058
1.0,22.94086759396046,56.00620264873367
5.0,23.30918050260511,55.931791622875174
2.0,23.33957676077947,55.93422213922832
3.0,23.318576316241835,55.93167326095973
9.0,23.263107841043233,55.912398724518084
5.0,23.306956089826663,55.929102049353176
4.0,23.32498406584122,55.939578056898604
5.0,23.24919367480358,55.9148031410742
4.0,23.3250100700176,55.92519565071968
5.0,23.243611099975684,55.904940960792416
5.0,23.32311554392929,55.937501608452706
5.0,23.254833846916394,55.91764025946099
5.0,23.262298488772032,55.91964360215601
4.0,23.424702887683967,55.92332092208902
3.0,23.323836626908598,55.92734525287453
5.0,23.26141654051435,55.91638627416652
2.0,23.213116249655986,55.87640657096286
1.0,23.360450225580898,55.95435633645225
2.0,22.948020580090922,55.97958221139641
5.0,23.319778092435122,55.92975743621672
3.0,23.419208961106982,55.8648666305637
5.0,23.247286624396633,55.910856701474124
2.0,23.300212384457613,55.93481336698242
5.0,23.28052340029899,55.914289408239675
5.0,23.257510959272523,55.9089783116774
12.0,23.27114179659846,55.9044871004198
2.0,23.41398445971039,55.86490475325033
2.0,23.313179950820988,55.92462718901451
5.0,23.31671197089083,55.92485345022126
3.0,23.3075371557323,55.92433507890865
3.0,23.315368279268725,55.93028100277348
5.0,23.356848158585425,55.91374136116219
5.0,23.307581571768193,55.94965976904389
9.0,23.2606388811149,55.91101842856959
5.0,23.30075192699092,55.935957333514395
5.0,23.286962419847384,55.91468619203482
5.0,22.949639099134117,55.99080771044715
4.0,23.328093554017205,55.955971888193844
2.0,23.313074572680147,55.92244361114316
5.0,23.288906997759298,55.9185603497863
3.0,23.30880206674792,55.93147507822311
1.0,23.343893951779965,55.914562406101886
5.0,23.28295715103692,55.91415986339887
5.0,23.278282686434082,55.91005403554326
5.0,23.328376796950614,55.920183296792466
4.0,23.32543837439452,55.92632991610113
5.0,23.243136748552157,55.90384205005224
4.0,22.958489298426,55.99904897656834
2.0,22.955965188834764,55.98385413398275
5.0,23.260768397026457,55.918502503022125
4.0,23.309998552184908,55.93708748004703
1.0,23.332087548548177,55.85414751090025
5.0,23.346853093257828,55.92313040843889
5.0,23.304989112238747,55.93171414936691
5.0,23.251112910012758,55.91398833736358
2.0,22.935001258004796,56.00437335280108
3.0,23.32409918049799,55.93524317289064
1.0,23.296238165873792,55.93421578727178
5.0,23.255981899349973,55.917835853657515
3.0,23.262801494522023,55.909998282584176
5.0,23.244478280656633,55.90804561671519
4.0,23.312051285595988,55.933245043906744
1.0,23.32736679224885,55.85283714726621
